row_order,requested_concept_code,target_concept_code,concept_code,standard_concept_name,n_code_target,n_code_no_target,n_target_no_code,n_no_code_no_target,n_target_before_code,n_code_before_target
1,30082-Race-2,30082-Race-2,30082-Race-1,Race selected; White,20,385,333,45,333,385
22513,30156-Symptom_GI-2,30156-Symptom_GI-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",31,74,50,571,50,74
22514,30156-Symptom_GI-3,30156-Symptom_GI-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",22,83,36,585,36,83
22515,30156-Symptom_GI-4,30156-Symptom_GI-4,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",23,82,34,587,34,82
22516,30156-Symptom_GI-5,30156-Symptom_GI-5,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",21,84,23,598,23,84
22517,30156-Symptom_GI-999,30156-Symptom_GI-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,4,617,4,105
22518,30158-Symtpom_Neuro-1,30158-Symtpom_Neuro-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",29,76,492,129,492,76
22519,30158-Symtpom_Neuro-2,30158-Symtpom_Neuro-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",68,37,104,517,104,37
22520,30158-Symtpom_Neuro-3,30158-Symtpom_Neuro-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",7,98,13,608,13,98
22521,30158-Symtpom_Neuro-4,30158-Symtpom_Neuro-4,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",2,103,1,620,1,103
22522,30158-Symtpom_Neuro-5,30158-Symtpom_Neuro-5,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",3,102,7,614,7,102
22523,30158-Symtpom_Neuro-6,30158-Symtpom_Neuro-6,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",6,99,3,618,3,99
22524,30158-Symtpom_Neuro-7,30158-Symtpom_Neuro-7,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",17,88,23,598,23,88
22525,30158-Symtpom_Neuro-8,30158-Symtpom_Neuro-8,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",15,90,17,604,17,90
22526,30158-Symtpom_Neuro-9,30158-Symtpom_Neuro-9,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",9,96,15,606,15,96
22527,30158-Symtpom_Neuro-999,30158-Symtpom_Neuro-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,3,618,3,105
22528,30160-Symptom_Inflamm-1,30160-Symptom_Inflamm-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",79,26,573,48,573,26
22529,30160-Symptom_Inflamm-2,30160-Symptom_Inflamm-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",18,87,30,591,30,87
22530,30160-Symptom_Inflamm-3,30160-Symptom_Inflamm-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,104,0,621,0,104
22531,30160-Symptom_Inflamm-4,30160-Symptom_Inflamm-4,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,4,617,4,105
22532,30160-Symptom_Inflamm-5,30160-Symptom_Inflamm-5,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",17,88,18,603,18,88
22533,30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,3,618,3,105
22534,30166-Prev_exposure-1,30166-Prev_exposure-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",74,31,503,118,503,31
22535,30166-Prev_exposure-2,30166-Prev_exposure-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",31,74,109,512,109,74
22536,30166-Prev_exposure-3,30166-Prev_exposure-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,104,3,618,3,104
22537,30166-Prev_exposure-999,30166-Prev_exposure-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,8,613,8,105
22538,30183-states_specify-10,30183-states_specify-10,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",2,103,9,612,9,103
22539,30183-states_specify-11,30183-states_specify-11,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,8,613,8,105
22540,30183-states_specify-14,30183-states_specify-14,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22541,30183-states_specify-19,30183-states_specify-19,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22542,30183-states_specify-20,30183-states_specify-20,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22543,30183-states_specify-21,30183-states_specify-21,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,2,619,2,105
22544,30183-states_specify-23,30183-states_specify-23,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22545,30183-states_specify-24,30183-states_specify-24,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22546,30183-states_specify-25,30183-states_specify-25,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",2,103,1,620,1,103
22547,30183-states_specify-27,30183-states_specify-27,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,7,614,7,105
22548,30183-states_specify-28,30183-states_specify-28,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",5,100,41,580,41,100
22549,30183-states_specify-3,30183-states_specify-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,3,618,3,105
22550,30183-states_specify-33,30183-states_specify-33,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",2,103,22,599,22,103
22551,30183-states_specify-34,30183-states_specify-34,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,104,1,620,1,104
22552,30183-states_specify-38,30183-states_specify-38,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,104,0,621,0,104
22553,30183-states_specify-39,30183-states_specify-39,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",3,102,4,617,4,102
22554,30183-states_specify-40,30183-states_specify-40,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22555,30183-states_specify-41,30183-states_specify-41,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22556,30183-states_specify-42,30183-states_specify-42,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,104,10,611,10,104
22557,30183-states_specify-45,30183-states_specify-45,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,2,619,2,105
22558,30183-states_specify-50,30183-states_specify-50,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,2,619,2,105
22559,30183-states_specify-52,30183-states_specify-52,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,1,620,1,105
22560,30183-states_specify-6,30183-states_specify-6,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,104,3,618,3,104
22561,30183-states_specify-9,30183-states_specify-9,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",2,103,8,613,8,103
22562,30183-states_specify-999,30183-states_specify-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,105,0,621,0,105
22563,31344-devices_own-1,31344-devices_own-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",83,9,437,142,437,9
22564,31344-devices_own-2,31344-devices_own-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",45,47,256,323,256,47
22565,31344-devices_own-3,31344-devices_own-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",84,8,525,54,525,8
22566,31344-devices_own-4,31344-devices_own-4,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",7,85,52,527,52,85
22567,31344-devices_own-5,31344-devices_own-5,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",7,85,81,498,81,85
22568,31344-devices_own-999,31344-devices_own-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,92,7,572,7,92
22569,31346-past12mo_tech-1,31346-past12mo_tech-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",64,28,375,204,375,28
22570,31346-past12mo_tech-2,31346-past12mo_tech-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",34,58,207,372,207,58
22571,31346-past12mo_tech-3,31346-past12mo_tech-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",38,54,206,373,206,54
22572,31346-past12mo_tech-4,31346-past12mo_tech-4,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",31,61,122,457,122,61
22573,31346-past12mo_tech-5,31346-past12mo_tech-5,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",29,63,149,430,149,63
22574,31346-past12mo_tech-6,31346-past12mo_tech-6,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",9,83,41,538,41,83
22575,31346-past12mo_tech-998,31346-past12mo_tech-998,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",10,82,100,479,100,82
22576,31346-past12mo_tech-999,31346-past12mo_tech-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,92,6,573,6,92
22577,31350-healthdevice_type-1,31350-healthdevice_type-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,91,15,564,15,91
22578,31350-healthdevice_type-2,31350-healthdevice_type-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",2,90,15,564,15,90
22579,31350-healthdevice_type-3,31350-healthdevice_type-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",2,90,3,576,3,90
22580,31350-healthdevice_type-4,31350-healthdevice_type-4,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,91,4,575,4,91
22581,31350-healthdevice_type-5,31350-healthdevice_type-5,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,92,5,574,5,92
22582,31350-healthdevice_type-6,31350-healthdevice_type-6,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,92,2,577,2,92
22583,31350-healthdevice_type-999,31350-healthdevice_type-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",0,92,1,578,1,92
22584,31356-past12_recommended-1,31356-past12_recommended-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",62,30,346,233,346,30
22585,31356-past12_recommended-2,31356-past12_recommended-2,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",42,50,224,355,224,50
22586,31356-past12_recommended-3,31356-past12_recommended-3,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",27,65,130,449,130,65
22587,31356-past12_recommended-4,31356-past12_recommended-4,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",48,44,237,342,237,44
22588,31356-past12_recommended-998,31356-past12_recommended-998,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",7,85,96,483,96,85
22589,31356-past12_recommended-999,31356-past12_recommended-999,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",1,91,12,567,12,91
22590,31386-covid_results-1,31386-covid_results-1,30154-Symptoms_Resp-21,"In the last 14 days,  the participant experienced the following respiratory symptoms; Sore throat",13,79,21,558,21,79
